instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_label,weather_label,weather_group,weekday_name,month_name,date_hour,year,temp_c,feels_like_c,humidity_pct,windspeed_kph,casual_share,is_weekend,is_rush_hour,is_commute_window,day_type,hour_band,temp_band,weather_severity,feels_temp_gap,hour_sin,hour_cos,month_sin,month_cos
3650,2011-06-05,2,0,6,23,0,0,0,1,0.62,0.5909,0.78,0.1343,25,61,86,Spring,Clear / Few clouds,Clear,Sunday,Jun,2011-06-05 23:00:00,2011,25.419999999999998,29.544999999999998,78.0,8.9981,0.29069767441860467,1,0,0,Weekend / holiday,Late evening,Warm (20-30C),1,-0.029100000000000015,-0.25881904510252157,0.9659258262890681,0.49999999999999994,-0.8660254037844387
3651,2011-06-06,2,0,6,0,0,1,1,1,0.62,0.5909,0.78,0.1343,11,18,29,Spring,Clear / Few clouds,Clear,Monday,Jun,2011-06-06 00:00:00,2011,25.419999999999998,29.544999999999998,78.0,8.9981,0.3793103448275862,0,0,0,Working day,Overnight,Warm (20-30C),1,-0.029100000000000015,0.0,1.0,0.49999999999999994,-0.8660254037844387
3652,2011-06-06,2,0,6,1,0,1,1,1,0.6,0.5606,0.83,0.1343,9,5,14,Spring,Clear / Few clouds,Clear,Monday,Jun,2011-06-06 01:00:00,2011,24.599999999999998,28.03,83.0,8.9981,0.6428571428571429,0,0,0,Working day,Overnight,Warm (20-30C),1,-0.03939999999999999,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387
3653,2011-06-06,2,0,6,2,0,1,1,1,0.58,0.5455,0.88,0.1045,4,4,8,Spring,Clear / Few clouds,Clear,Monday,Jun,2011-06-06 02:00:00,2011,23.779999999999998,27.275,88.0,7.0015,0.5,0,0,0,Working day,Overnight,Warm (20-30C),1,-0.034499999999999975,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387
3654,2011-06-06,2,0,6,3,0,1,1,1,0.58,0.5455,0.88,0.0,2,3,5,Spring,Clear / Few clouds,Clear,Monday,Jun,2011-06-06 03:00:00,2011,23.779999999999998,27.275,88.0,0.0,0.4,0,0,0,Working day,Overnight,Warm (20-30C),1,-0.034499999999999975,0.7071067811865476,0.7071067811865476,0.49999999999999994,-0.8660254037844387
3655,2011-06-06,2,0,6,4,0,1,1,1,0.56,0.5303,0.94,0.1045,4,4,8,Spring,Clear / Few clouds,Clear,Monday,Jun,2011-06-06 04:00:00,2011,22.96,26.515,94.0,7.0015,0.5,0,0,0,Working day,Overnight,Warm (20-30C),1,-0.02970000000000006,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387
3656,2011-06-06,2,0,6,5,0,1,1,1,0.56,0.5303,0.88,0.0896,7,24,31,Spring,Clear / Few clouds,Clear,Monday,Jun,2011-06-06 05:00:00,2011,22.96,26.515,88.0,6.0032,0.22580645161290322,0,0,0,Working day,Overnight,Warm (20-30C),1,-0.02970000000000006,0.9659258262890683,0.25881904510252074,0.49999999999999994,-0.8660254037844387
3657,2011-06-06,2,0,6,6,0,1,1,1,0.58,0.5455,0.88,0.0,11,101,112,Spring,Clear / Few clouds,Clear,Monday,Jun,2011-06-06 06:00:00,2011,23.779999999999998,27.275,88.0,0.0,0.09821428571428571,0,0,1,Working day,Morning commute,Warm (20-30C),1,-0.034499999999999975,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387
3658,2011-06-06,2,0,6,7,0,1,1,1,0.62,0.5909,0.78,0.1045,18,281,299,Spring,Clear / Few clouds,Clear,Monday,Jun,2011-06-06 07:00:00,2011,25.419999999999998,29.544999999999998,78.0,7.0015,0.06020066889632107,0,1,1,Working day,Morning commute,Warm (20-30C),1,-0.029100000000000015,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387
3659,2011-06-06,2,0,6,8,0,1,1,1,0.64,0.6061,0.73,0.0896,28,410,438,Spring,Clear / Few clouds,Clear,Monday,Jun,2011-06-06 08:00:00,2011,26.240000000000002,30.305,73.0,6.0032,0.0639269406392694,0,1,1,Working day,Morning commute,Warm (20-30C),1,-0.03390000000000004,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387
3660,2011-06-06,2,0,6,9,0,1,1,1,0.7,0.6515,0.58,0.1642,26,162,188,Spring,Clear / Few clouds,Clear,Monday,Jun,2011-06-06 09:00:00,2011,28.7,32.574999999999996,57.99999999999999,11.0014,0.13829787234042554,0,1,1,Working day,Morning commute,Warm (20-30C),1,-0.04849999999999999,0.7071067811865476,-0.7071067811865475,0.49999999999999994,-0.8660254037844387
3661,2011-06-06,2,0,6,10,0,1,1,1,0.72,0.6667,0.51,0.2239,31,64,95,Spring,Clear / Few clouds,Clear,Monday,Jun,2011-06-06 10:00:00,2011,29.52,33.335,51.0,15.001299999999999,0.3263157894736842,0,0,0,Working day,Midday,Warm (20-30C),1,-0.053300000000000014,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387
3662,2011-06-06,2,0,6,11,0,1,1,1,0.74,0.6667,0.42,0.1343,39,72,111,Spring,Clear / Few clouds,Clear,Monday,Jun,2011-06-06 11:00:00,2011,30.34,33.335,42.0,8.9981,0.35135135135135137,0,0,0,Working day,Midday,Hot (30C+),1,-0.07330000000000003,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387
3663,2011-06-06,2,0,6,12,0,1,1,1,0.76,0.6667,0.37,0.1642,25,128,153,Spring,Clear / Few clouds,Clear,Monday,Jun,2011-06-06 12:00:00,2011,31.16,33.335,37.0,11.0014,0.16339869281045752,0,0,0,Working day,Midday,Hot (30C+),1,-0.09330000000000005,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387
3664,2011-06-06,2,0,6,13,0,1,1,1,0.78,0.6818,0.35,0.0,28,152,180,Spring,Clear / Few clouds,Clear,Monday,Jun,2011-06-06 13:00:00,2011,31.98,34.089999999999996,35.0,0.0,0.15555555555555556,0,0,0,Working day,Midday,Hot (30C+),1,-0.09820000000000007,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,-0.8660254037844387
3665,2011-06-06,2,0,6,14,0,1,1,1,0.78,0.6818,0.31,0.1343,46,99,145,Spring,Clear / Few clouds,Clear,Monday,Jun,2011-06-06 14:00:00,2011,31.98,34.089999999999996,31.0,8.9981,0.31724137931034485,0,0,0,Working day,Midday,Hot (30C+),1,-0.09820000000000007,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,-0.8660254037844387
3666,2011-06-06,2,0,6,15,0,1,1,1,0.8,0.697,0.29,0.194,38,127,165,Spring,Clear / Few clouds,Clear,Monday,Jun,2011-06-06 15:00:00,2011,32.800000000000004,34.849999999999994,28.999999999999996,12.998000000000001,0.23030303030303031,0,0,0,Working day,Midday,Hot (30C+),1,-0.10300000000000009,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,-0.8660254037844387
3667,2011-06-06,2,0,6,16,0,1,1,1,0.76,0.6667,0.33,0.1343,34,233,267,Spring,Clear / Few clouds,Clear,Monday,Jun,2011-06-06 16:00:00,2011,31.16,33.335,33.0,8.9981,0.12734082397003746,0,1,1,Working day,Evening commute,Hot (30C+),1,-0.09330000000000005,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,-0.8660254037844387
3668,2011-06-06,2,0,6,17,0,1,1,1,0.78,0.6818,0.33,0.2836,63,516,579,Spring,Clear / Few clouds,Clear,Monday,Jun,2011-06-06 17:00:00,2011,31.98,34.089999999999996,33.0,19.0012,0.10880829015544041,0,1,1,Working day,Evening commute,Hot (30C+),1,-0.09820000000000007,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387
3669,2011-06-06,2,0,6,18,0,1,1,1,0.76,0.6667,0.31,0.1343,56,500,556,Spring,Clear / Few clouds,Clear,Monday,Jun,2011-06-06 18:00:00,2011,31.16,33.335,31.0,8.9981,0.10071942446043165,0,1,1,Working day,Evening commute,Hot (30C+),1,-0.09330000000000005,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387
3670,2011-06-06,2,0,6,19,0,1,1,1,0.72,0.6667,0.54,0.194,64,343,407,Spring,Clear / Few clouds,Clear,Monday,Jun,2011-06-06 19:00:00,2011,29.52,33.335,54.0,12.998000000000001,0.15724815724815724,0,0,1,Working day,Evening commute,Warm (20-30C),1,-0.053300000000000014,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387
3671,2011-06-06,2,0,6,20,0,1,1,1,0.68,0.6364,0.61,0.1343,59,277,336,Spring,Clear / Few clouds,Clear,Monday,Jun,2011-06-06 20:00:00,2011,27.880000000000003,31.819999999999997,61.0,8.9981,0.17559523809523808,0,0,0,Working day,Late evening,Warm (20-30C),1,-0.04360000000000008,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387
3672,2011-06-06,2,0,6,21,0,1,1,1,0.66,0.6212,0.57,0.0896,29,160,189,Spring,Clear / Few clouds,Clear,Monday,Jun,2011-06-06 21:00:00,2011,27.060000000000002,31.06,56.99999999999999,6.0032,0.15343915343915343,0,0,0,Working day,Late evening,Warm (20-30C),1,-0.03880000000000006,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387
3673,2011-06-06,2,0,6,22,0,1,1,1,0.66,0.6212,0.61,0.0896,36,137,173,Spring,Clear / Few clouds,Clear,Monday,Jun,2011-06-06 22:00:00,2011,27.060000000000002,31.06,61.0,6.0032,0.20809248554913296,0,0,0,Working day,Late evening,Warm (20-30C),1,-0.03880000000000006,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387
3674,2011-06-06,2,0,6,23,0,1,1,1,0.64,0.6061,0.69,0.0896,5,55,60,Spring,Clear / Few clouds,Clear,Monday,Jun,2011-06-06 23:00:00,2011,26.240000000000002,30.305,69.0,6.0032,0.08333333333333333,0,0,0,Working day,Late evening,Warm (20-30C),1,-0.03390000000000004,-0.25881904510252157,0.9659258262890681,0.49999999999999994,-0.8660254037844387
3675,2011-06-07,2,0,6,0,0,2,1,1,0.64,0.6061,0.65,0.0896,5,15,20,Spring,Clear / Few clouds,Clear,Tuesday,Jun,2011-06-07 00:00:00,2011,26.240000000000002,30.305,65.0,6.0032,0.25,0,0,0,Working day,Overnight,Warm (20-30C),1,-0.03390000000000004,0.0,1.0,0.49999999999999994,-0.8660254037844387
3676,2011-06-07,2,0,6,1,0,2,1,1,0.62,0.6061,0.69,0.1343,2,2,4,Spring,Clear / Few clouds,Clear,Tuesday,Jun,2011-06-07 01:00:00,2011,25.419999999999998,30.305,69.0,8.9981,0.5,0,0,0,Working day,Overnight,Warm (20-30C),1,-0.013900000000000023,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387
3677,2011-06-07,2,0,6,2,0,2,1,1,0.6,0.5909,0.73,0.0896,3,2,5,Spring,Clear / Few clouds,Clear,Tuesday,Jun,2011-06-07 02:00:00,2011,24.599999999999998,29.544999999999998,73.0,6.0032,0.6,0,0,0,Working day,Overnight,Warm (20-30C),1,-0.009099999999999997,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387
3678,2011-06-07,2,0,6,3,0,2,1,1,0.6,0.5909,0.73,0.0896,1,1,2,Spring,Clear / Few clouds,Clear,Tuesday,Jun,2011-06-07 03:00:00,2011,24.599999999999998,29.544999999999998,73.0,6.0032,0.5,0,0,0,Working day,Overnight,Warm (20-30C),1,-0.009099999999999997,0.7071067811865476,0.7071067811865476,0.49999999999999994,-0.8660254037844387
3679,2011-06-07,2,0,6,4,0,2,1,1,0.58,0.5455,0.83,0.1343,2,3,5,Spring,Clear / Few clouds,Clear,Tuesday,Jun,2011-06-07 04:00:00,2011,23.779999999999998,27.275,83.0,8.9981,0.4,0,0,0,Working day,Overnight,Warm (20-30C),1,-0.034499999999999975,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387
3680,2011-06-07,2,0,6,5,0,2,1,1,0.58,0.5455,0.88,0.1642,2,30,32,Spring,Clear / Few clouds,Clear,Tuesday,Jun,2011-06-07 05:00:00,2011,23.779999999999998,27.275,88.0,11.0014,0.0625,0,0,0,Working day,Overnight,Warm (20-30C),1,-0.034499999999999975,0.9659258262890683,0.25881904510252074,0.49999999999999994,-0.8660254037844387
3681,2011-06-07,2,0,6,6,0,2,1,1,0.6,0.5758,0.78,0.1343,10,116,126,Spring,Clear / Few clouds,Clear,Tuesday,Jun,2011-06-07 06:00:00,2011,24.599999999999998,28.79,78.0,8.9981,0.07936507936507936,0,0,1,Working day,Morning commute,Warm (20-30C),1,-0.0242,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387
3682,2011-06-07,2,0,6,7,0,2,1,2,0.64,0.6061,0.69,0.194,23,311,334,Spring,Mist / Cloudy,Cloudy / mist,Tuesday,Jun,2011-06-07 07:00:00,2011,26.240000000000002,30.305,69.0,12.998000000000001,0.0688622754491018,0,1,1,Working day,Morning commute,Warm (20-30C),2,-0.03390000000000004,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387
3683,2011-06-07,2,0,6,8,0,2,1,2,0.68,0.6364,0.61,0.1343,45,432,477,Spring,Mist / Cloudy,Cloudy / mist,Tuesday,Jun,2011-06-07 08:00:00,2011,27.880000000000003,31.819999999999997,61.0,8.9981,0.09433962264150944,0,1,1,Working day,Morning commute,Warm (20-30C),2,-0.04360000000000008,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387
3684,2011-06-07,2,0,6,9,0,2,1,2,0.72,0.6667,0.58,0.2239,27,190,217,Spring,Mist / Cloudy,Cloudy / mist,Tuesday,Jun,2011-06-07 09:00:00,2011,29.52,33.335,57.99999999999999,15.001299999999999,0.12442396313364056,0,1,1,Working day,Morning commute,Warm (20-30C),2,-0.053300000000000014,0.7071067811865476,-0.7071067811865475,0.49999999999999994,-0.8660254037844387
3685,2011-06-07,2,0,6,10,0,2,1,2,0.76,0.6818,0.48,0.194,37,86,123,Spring,Mist / Cloudy,Cloudy / mist,Tuesday,Jun,2011-06-07 10:00:00,2011,31.16,34.089999999999996,48.0,12.998000000000001,0.3008130081300813,0,0,0,Working day,Midday,Hot (30C+),2,-0.07820000000000005,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387
3686,2011-06-07,2,0,6,11,0,2,1,2,0.76,0.697,0.52,0.2537,38,113,151,Spring,Mist / Cloudy,Cloudy / mist,Tuesday,Jun,2011-06-07 11:00:00,2011,31.16,34.849999999999994,52.0,16.997899999999998,0.25165562913907286,0,0,0,Working day,Midday,Hot (30C+),2,-0.06300000000000006,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387
3687,2011-06-07,2,0,6,12,0,2,1,2,0.8,0.7273,0.46,0.2836,42,141,183,Spring,Mist / Cloudy,Cloudy / mist,Tuesday,Jun,2011-06-07 12:00:00,2011,32.800000000000004,36.364999999999995,46.0,19.0012,0.22950819672131148,0,0,0,Working day,Midday,Hot (30C+),2,-0.0727000000000001,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387
3688,2011-06-07,2,0,6,13,0,2,1,2,0.8,0.7273,0.43,0.2537,55,141,196,Spring,Mist / Cloudy,Cloudy / mist,Tuesday,Jun,2011-06-07 13:00:00,2011,32.800000000000004,36.364999999999995,43.0,16.997899999999998,0.28061224489795916,0,0,0,Working day,Midday,Hot (30C+),2,-0.0727000000000001,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,-0.8660254037844387
3689,2011-06-07,2,0,6,14,0,2,1,2,0.8,0.7273,0.43,0.2836,34,112,146,Spring,Mist / Cloudy,Cloudy / mist,Tuesday,Jun,2011-06-07 14:00:00,2011,32.800000000000004,36.364999999999995,43.0,19.0012,0.2328767123287671,0,0,0,Working day,Midday,Hot (30C+),2,-0.0727000000000001,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,-0.8660254037844387
3690,2011-06-07,2,0,6,15,0,2,1,2,0.82,0.7424,0.41,0.3284,56,127,183,Spring,Mist / Cloudy,Cloudy / mist,Tuesday,Jun,2011-06-07 15:00:00,2011,33.62,37.12,41.0,22.0028,0.30601092896174864,0,0,0,Working day,Midday,Hot (30C+),2,-0.0776,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,-0.8660254037844387
3691,2011-06-07,2,0,6,16,0,2,1,1,0.8,0.7121,0.38,0.2239,55,253,308,Spring,Clear / Few clouds,Clear,Tuesday,Jun,2011-06-07 16:00:00,2011,32.800000000000004,35.605,38.0,15.001299999999999,0.17857142857142858,0,1,1,Working day,Evening commute,Hot (30C+),1,-0.08790000000000009,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,-0.8660254037844387
3692,2011-06-07,2,0,6,17,0,2,1,1,0.8,0.7273,0.43,0.2537,64,475,539,Spring,Clear / Few clouds,Clear,Tuesday,Jun,2011-06-07 17:00:00,2011,32.800000000000004,36.364999999999995,43.0,16.997899999999998,0.11873840445269017,0,1,1,Working day,Evening commute,Hot (30C+),1,-0.0727000000000001,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387
3693,2011-06-07,2,0,6,18,0,2,1,1,0.78,0.697,0.46,0.2836,72,479,551,Spring,Clear / Few clouds,Clear,Tuesday,Jun,2011-06-07 18:00:00,2011,31.98,34.849999999999994,46.0,19.0012,0.1306715063520871,0,1,1,Working day,Evening commute,Hot (30C+),1,-0.08300000000000007,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387
3694,2011-06-07,2,0,6,19,0,2,1,1,0.76,0.6818,0.48,0.2537,69,355,424,Spring,Clear / Few clouds,Clear,Tuesday,Jun,2011-06-07 19:00:00,2011,31.16,34.089999999999996,48.0,16.997899999999998,0.16273584905660377,0,0,1,Working day,Evening commute,Hot (30C+),1,-0.07820000000000005,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387
3695,2011-06-07,2,0,6,20,0,2,1,1,0.74,0.6818,0.56,0.1343,45,301,346,Spring,Clear / Few clouds,Clear,Tuesday,Jun,2011-06-07 20:00:00,2011,30.34,34.089999999999996,56.00000000000001,8.9981,0.13005780346820808,0,0,0,Working day,Late evening,Hot (30C+),1,-0.05820000000000003,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387
3696,2011-06-07,2,0,6,21,0,2,1,1,0.72,0.6818,0.7,0.1343,31,187,218,Spring,Clear / Few clouds,Clear,Tuesday,Jun,2011-06-07 21:00:00,2011,29.52,34.089999999999996,70.0,8.9981,0.14220183486238533,0,0,0,Working day,Late evening,Warm (20-30C),1,-0.03820000000000001,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387
3697,2011-06-07,2,0,6,22,0,2,1,1,0.7,0.6515,0.65,0.1343,27,126,153,Spring,Clear / Few clouds,Clear,Tuesday,Jun,2011-06-07 22:00:00,2011,28.7,32.574999999999996,65.0,8.9981,0.17647058823529413,0,0,0,Working day,Late evening,Warm (20-30C),1,-0.04849999999999999,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387
3698,2011-06-07,2,0,6,23,0,2,1,1,0.68,0.6364,0.79,0.1045,18,72,90,Spring,Clear / Few clouds,Clear,Tuesday,Jun,2011-06-07 23:00:00,2011,27.880000000000003,31.819999999999997,79.0,7.0015,0.2,0,0,0,Working day,Late evening,Warm (20-30C),1,-0.04360000000000008,-0.25881904510252157,0.9659258262890681,0.49999999999999994,-0.8660254037844387
3699,2011-06-08,2,0,6,0,0,3,1,1,0.66,0.5909,0.89,0.1343,12,29,41,Spring,Clear / Few clouds,Clear,Wednesday,Jun,2011-06-08 00:00:00,2011,27.060000000000002,29.544999999999998,89.0,8.9981,0.2926829268292683,0,0,0,Working day,Overnight,Warm (20-30C),1,-0.06910000000000005,0.0,1.0,0.49999999999999994,-0.8660254037844387
3700,2011-06-08,2,0,6,1,0,3,1,1,0.66,0.6061,0.78,0.0,3,20,23,Spring,Clear / Few clouds,Clear,Wednesday,Jun,2011-06-08 01:00:00,2011,27.060000000000002,30.305,78.0,0.0,0.13043478260869565,0,0,0,Working day,Overnight,Warm (20-30C),1,-0.05390000000000006,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387
3701,2011-06-08,2,0,6,2,0,3,1,1,0.64,0.5758,0.89,0.0896,0,7,7,Spring,Clear / Few clouds,Clear,Wednesday,Jun,2011-06-08 02:00:00,2011,26.240000000000002,28.79,89.0,6.0032,0.0,0,0,0,Working day,Overnight,Warm (20-30C),1,-0.06420000000000003,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387
3702,2011-06-08,2,0,6,3,0,3,1,1,0.64,0.5758,0.89,0.0896,2,1,3,Spring,Clear / Few clouds,Clear,Wednesday,Jun,2011-06-08 03:00:00,2011,26.240000000000002,28.79,89.0,6.0032,0.6666666666666666,0,0,0,Working day,Overnight,Warm (20-30C),1,-0.06420000000000003,0.7071067811865476,0.7071067811865476,0.49999999999999994,-0.8660254037844387
3703,2011-06-08,2,0,6,4,0,3,1,1,0.62,0.5758,0.83,0.0,0,6,6,Spring,Clear / Few clouds,Clear,Wednesday,Jun,2011-06-08 04:00:00,2011,25.419999999999998,28.79,83.0,0.0,0.0,0,0,0,Working day,Overnight,Warm (20-30C),1,-0.04420000000000002,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387
3704,2011-06-08,2,0,6,5,0,3,1,1,0.62,0.5606,0.88,0.0,0,21,21,Spring,Clear / Few clouds,Clear,Wednesday,Jun,2011-06-08 05:00:00,2011,25.419999999999998,28.03,88.0,0.0,0.0,0,0,0,Working day,Overnight,Warm (20-30C),1,-0.05940000000000001,0.9659258262890683,0.25881904510252074,0.49999999999999994,-0.8660254037844387
3705,2011-06-08,2,0,6,6,0,3,1,1,0.64,0.5758,0.89,0.1343,13,103,116,Spring,Clear / Few clouds,Clear,Wednesday,Jun,2011-06-08 06:00:00,2011,26.240000000000002,28.79,89.0,8.9981,0.11206896551724138,0,0,1,Working day,Morning commute,Warm (20-30C),1,-0.06420000000000003,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387
3706,2011-06-08,2,0,6,7,0,3,1,1,0.66,0.6212,0.74,0.1045,24,329,353,Spring,Clear / Few clouds,Clear,Wednesday,Jun,2011-06-08 07:00:00,2011,27.060000000000002,31.06,74.0,7.0015,0.0679886685552408,0,1,1,Working day,Morning commute,Warm (20-30C),1,-0.03880000000000006,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387
3707,2011-06-08,2,0,6,8,0,3,1,1,0.76,0.7121,0.58,0.1642,46,435,481,Spring,Clear / Few clouds,Clear,Wednesday,Jun,2011-06-08 08:00:00,2011,31.16,35.605,57.99999999999999,11.0014,0.09563409563409564,0,1,1,Working day,Morning commute,Hot (30C+),1,-0.047900000000000054,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387
3708,2011-06-08,2,0,6,9,0,3,1,1,0.76,0.7121,0.58,0.1642,34,168,202,Spring,Clear / Few clouds,Clear,Wednesday,Jun,2011-06-08 09:00:00,2011,31.16,35.605,57.99999999999999,11.0014,0.16831683168316833,0,1,1,Working day,Morning commute,Hot (30C+),1,-0.047900000000000054,0.7071067811865476,-0.7071067811865475,0.49999999999999994,-0.8660254037844387
3709,2011-06-08,2,0,6,10,0,3,1,1,0.82,0.7424,0.43,0.2239,27,63,90,Spring,Clear / Few clouds,Clear,Wednesday,Jun,2011-06-08 10:00:00,2011,33.62,37.12,43.0,15.001299999999999,0.3,0,0,0,Working day,Midday,Hot (30C+),1,-0.0776,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387
3710,2011-06-08,2,0,6,11,0,3,1,1,0.84,0.7576,0.41,0.194,28,106,134,Spring,Clear / Few clouds,Clear,Wednesday,Jun,2011-06-08 11:00:00,2011,34.44,37.88,41.0,12.998000000000001,0.208955223880597,0,0,0,Working day,Midday,Hot (30C+),1,-0.08239999999999992,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387
3711,2011-06-08,2,0,6,12,0,3,1,1,0.88,0.8182,0.42,0.1343,15,134,149,Spring,Clear / Few clouds,Clear,Wednesday,Jun,2011-06-08 12:00:00,2011,36.08,40.910000000000004,42.0,8.9981,0.10067114093959731,0,0,0,Working day,Midday,Hot (30C+),1,-0.061799999999999966,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387
3712,2011-06-08,2,0,6,13,0,3,1,1,0.9,0.8485,0.42,0.0,20,116,136,Spring,Clear / Few clouds,Clear,Wednesday,Jun,2011-06-08 13:00:00,2011,36.9,42.425000000000004,42.0,0.0,0.14705882352941177,0,0,0,Working day,Midday,Hot (30C+),1,-0.05149999999999999,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,-0.8660254037844387
3713,2011-06-08,2,0,6,14,0,3,1,1,0.92,0.8788,0.4,0.2537,44,111,155,Spring,Clear / Few clouds,Clear,Wednesday,Jun,2011-06-08 14:00:00,2011,37.72,43.94,40.0,16.997899999999998,0.2838709677419355,0,0,0,Working day,Midday,Hot (30C+),1,-0.041200000000000014,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,-0.8660254037844387
3714,2011-06-08,2,0,6,15,0,3,1,1,0.92,0.8788,0.4,0.1642,28,100,128,Spring,Clear / Few clouds,Clear,Wednesday,Jun,2011-06-08 15:00:00,2011,37.72,43.94,40.0,11.0014,0.21875,0,0,0,Working day,Midday,Hot (30C+),1,-0.041200000000000014,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,-0.8660254037844387
3715,2011-06-08,2,0,6,16,0,3,1,1,0.92,0.8788,0.4,0.2239,34,199,233,Spring,Clear / Few clouds,Clear,Wednesday,Jun,2011-06-08 16:00:00,2011,37.72,43.94,40.0,15.001299999999999,0.1459227467811159,0,1,1,Working day,Evening commute,Hot (30C+),1,-0.041200000000000014,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,-0.8660254037844387
3716,2011-06-08,2,0,6,17,0,3,1,1,0.92,0.8485,0.35,0.2239,80,426,506,Spring,Clear / Few clouds,Clear,Wednesday,Jun,2011-06-08 17:00:00,2011,37.72,42.425000000000004,35.0,15.001299999999999,0.15810276679841898,0,1,1,Working day,Evening commute,Hot (30C+),1,-0.07150000000000001,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387
3717,2011-06-08,2,0,6,18,0,3,1,1,0.9,0.8182,0.37,0.2239,61,398,459,Spring,Clear / Few clouds,Clear,Wednesday,Jun,2011-06-08 18:00:00,2011,36.9,40.910000000000004,37.0,15.001299999999999,0.1328976034858388,0,1,1,Working day,Evening commute,Hot (30C+),1,-0.08179999999999998,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387
3718,2011-06-08,2,0,6,19,0,3,1,1,0.82,0.803,0.59,0.1343,61,323,384,Spring,Clear / Few clouds,Clear,Wednesday,Jun,2011-06-08 19:00:00,2011,33.62,40.150000000000006,59.0,8.9981,0.15885416666666666,0,0,1,Working day,Evening commute,Hot (30C+),1,-0.016999999999999904,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387
3719,2011-06-08,2,0,6,20,0,3,1,1,0.8,0.7879,0.63,0.1343,55,225,280,Spring,Clear / Few clouds,Clear,Wednesday,Jun,2011-06-08 20:00:00,2011,32.800000000000004,39.395,63.0,8.9981,0.19642857142857142,0,0,0,Working day,Late evening,Hot (30C+),1,-0.0121,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387
